,type,text,freq,font,fontsize,rotation,noise_level,filename,question,question_correct,question_filename,event_id,question_asked
18,word,ripsi,23.0,Impact,20,0,0.35,word_ripsi.png,r _ _ _ _,True,word_ripsi_question.png,10,False
19,consonants,hmff,,Times New Roman,40,15,0.2,consonants_hmff.png,_ k _ _,False,consonants_hmff_question.png,20,False
20,consonants,mkfz,,Impact,30,-15,0.35,consonants_mkfz.png,_ k _ _,True,consonants_mkfz_question.png,20,False
21,word,lemu,294.0,Comic Sans MS,20,-15,0.35,word_lemu.png,_ _ v _,False,word_lemu_question.png,10,False
22,symbols,^d^oos,,DejaVu Sans,30,-15,0.2,symbols_^d^oos.png,_ _ _ s _ _,False,symbols_^d^oos_question.png,30,False
23,word,syöpyä,10.0,Comic Sans MS,20,15,0.35,word_syöpyä.png,_ a _ _ _ _,False,word_syöpyä_question.png,10,True
24,word,pesula,230.0,Times New Roman,30,0,0.5,word_pesula.png,_ _ l _ _ _,False,word_pesula_question.png,10,False
25,word,juhta,15.0,Times New Roman,20,15,0.35,word_juhta.png,_ _ o _ _,False,word_juhta_question.png,10,False
26,word,nisä,7.0,Comic Sans MS,30,-15,0.5,word_nisä.png,_ _ _ y,False,word_nisä_question.png,10,False
27,symbols,ds^^o,,DejaVu Sans,40,0,0.5,symbols_ds^^o.png,_ s _ _ _,True,symbols_ds^^o_question.png,30,False
28,symbols,sv^vvs,,DejaVu Sans,40,-15,0.5,symbols_sv^vvs.png,_ _ _ _ o _,False,symbols_sv^vvs_question.png,30,True
29,word,luusto,86.0,Times New Roman,30,15,0.2,word_luusto.png,p _ _ _ _ _,False,word_luusto_question.png,10,False
30,word,eliö,148.0,Comic Sans MS,30,15,0.5,word_eliö.png,_ _ i _,True,word_eliö_question.png,10,False
31,word,sysi,6.0,Impact,20,-15,0.5,word_sysi.png,_ g _ _,False,word_sysi_question.png,10,False
32,symbols,voo^o,,DejaVu Sans,40,15,0.35,symbols_voo^o.png,^ _ _ _ _,False,symbols_voo^o_question.png,30,False
33,word,rapsi,5.0,Impact,30,15,0.2,word_rapsi.png,_ _ _ s _,True,word_rapsi_question.png,10,False
34,word,tuohus,5.0,Comic Sans MS,20,0,0.2,word_tuohus.png,_ _ _ u _ _,False,word_tuohus_question.png,10,False
35,consonants,xpfpj,,Impact,30,0,0.35,consonants_xpfpj.png,_ p _ _ _,True,consonants_xpfpj_question.png,20,True
36,word,piip,264.0,Comic Sans MS,30,15,0.2,word_piip.png,_ i _ _,True,word_piip_question.png,10,False
37,symbols,dvsvos,,DejaVu Sans,40,15,0.35,symbols_dvsvos.png,_ _ s _ _ _,True,symbols_dvsvos_question.png,30,False
38,consonants,jbntmc,,Times New Roman,40,0,0.2,consonants_jbntmc.png,_ _ n _ _ _,True,consonants_jbntmc_question.png,20,False
39,consonants,gchqcz,,Impact,20,0,0.5,consonants_gchqcz.png,g _ _ _ _ _,True,consonants_gchqcz_question.png,20,False
40,word,ähky,19.0,Impact,40,-15,0.2,word_ähky.png,_ d _ _,False,word_ähky_question.png,10,False
41,symbols,sdvsv,,DejaVu Sans,30,-15,0.2,symbols_sdvsv.png,_ d _ _ _,True,symbols_sdvsv_question.png,30,True
42,word,äänes,18.0,Comic Sans MS,40,15,0.2,word_äänes.png,_ ä _ _ _,True,word_äänes_question.png,10,False
43,word,fotoni,56.0,Comic Sans MS,30,-15,0.5,word_fotoni.png,e _ _ _ _ _,False,word_fotoni_question.png,10,False
44,consonants,wcjrjq,,Comic Sans MS,30,0,0.35,consonants_wcjrjq.png,_ _ c _ _ _,False,consonants_wcjrjq_question.png,20,False
45,word,säie,38.0,Comic Sans MS,30,-15,0.5,word_säie.png,_ z _ _,False,word_säie_question.png,10,True
46,word,uoma,17.0,Comic Sans MS,20,15,0.35,word_uoma.png,_ o _ _,True,word_uoma_question.png,10,False
47,word,uima,105.0,Impact,40,15,0.5,word_uima.png,u _ _ _,True,word_uima_question.png,10,False
48,word,älytä,26.0,Impact,30,-15,0.35,word_älytä.png,_ _ _ _ ä,True,word_älytä_question.png,10,False
49,word,sikhi,15.0,Comic Sans MS,30,0,0.2,word_sikhi.png,h _ _ _ _,False,word_sikhi_question.png,10,False
50,symbols,oosvsd,,DejaVu Sans,40,-15,0.35,symbols_oosvsd.png,_ v _ _ _ _,False,symbols_oosvsd_question.png,30,True
51,word,loraus,56.0,Impact,20,-15,0.2,word_loraus.png,_ o _ _ _ _,True,word_loraus_question.png,10,False
52,symbols,^vovvs,,DejaVu Sans,40,15,0.35,symbols_^vovvs.png,_ _ _ _ s _,False,symbols_^vovvs_question.png,30,False
53,word,nieriä,5.0,Times New Roman,20,0,0.2,word_nieriä.png,_ i _ _ _ _,True,word_nieriä_question.png,10,False
54,symbols,^dso,,DejaVu Sans,20,-15,0.5,symbols_^dso.png,_ d _ _,True,symbols_^dso_question.png,30,False
55,consonants,tkcqd,,Impact,20,0,0.2,consonants_tkcqd.png,t _ _ _ _,True,consonants_tkcqd_question.png,20,False
56,consonants,zdvv,,Impact,20,0,0.2,consonants_zdvv.png,_ _ _ v,True,consonants_zdvv_question.png,20,False
57,symbols,ovo^s,,DejaVu Sans,20,15,0.35,symbols_ovo^s.png,_ d _ _ _,False,symbols_ovo^s_question.png,30,False
58,word,tyköä,13.0,Impact,20,0,0.5,word_tyköä.png,z _ _ _ _,False,word_tyköä_question.png,10,True
59,consonants,gthb,,Times New Roman,30,0,0.2,consonants_gthb.png,_ _ _ j,False,consonants_gthb_question.png,20,False
60,symbols,oo^v,,DejaVu Sans,30,-15,0.2,symbols_oo^v.png,o _ _ _,True,symbols_oo^v_question.png,30,False
61,word,mäntä,66.0,Impact,20,15,0.35,word_mäntä.png,_ ä _ _ _,True,word_mäntä_question.png,10,False
62,word,ilmi,3063.0,Impact,20,15,0.35,word_ilmi.png,_ _ _ i,True,word_ilmi_question.png,10,False
63,consonants,jqdsmj,,Times New Roman,40,-15,0.2,consonants_jqdsmj.png,_ _ _ _ n _,False,consonants_jqdsmj_question.png,20,False
64,word,noppa,85.0,Comic Sans MS,40,0,0.5,word_noppa.png,_ _ _ ü _,False,word_noppa_question.png,10,False
65,word,uuni,372.0,Impact,40,0,0.35,word_uuni.png,n _ _ _,False,word_uuni_question.png,10,True
66,word,karies,7.0,Impact,30,15,0.35,word_karies.png,_ _ _ i _ _,True,word_karies_question.png,10,False
67,word,nurin,1001.0,Times New Roman,20,-15,0.5,word_nurin.png,_ _ _ _ l,False,word_nurin_question.png,10,False
68,word,silsa,13.0,Impact,40,0,0.5,word_silsa.png,_ p _ _ _,False,word_silsa_question.png,10,True
69,symbols,s^od,,DejaVu Sans,40,-15,0.35,symbols_s^od.png,_ _ o _,True,symbols_s^od_question.png,30,False
70,word,pidot,128.0,Comic Sans MS,30,15,0.35,word_pidot.png,_ _ d _ _,True,word_pidot_question.png,10,False
71,word,erkani,27.0,Impact,30,-15,0.2,word_erkani.png,_ _ _ a _ _,True,word_erkani_question.png,10,False
72,word,motata,156.0,Times New Roman,30,15,0.5,word_motata.png,x _ _ _ _ _,False,word_motata_question.png,10,False
73,consonants,zpcqc,,Comic Sans MS,30,15,0.35,consonants_zpcqc.png,_ _ _ _ c,True,consonants_zpcqc_question.png,20,False
74,word,sarake,21.0,Impact,20,15,0.2,word_sarake.png,ä _ _ _ _ _,False,word_sarake_question.png,10,False
75,word,opaali,12.0,Impact,40,-15,0.5,word_opaali.png,o _ _ _ _ _,True,word_opaali_question.png,10,True
76,word,ratamo,5.0,Comic Sans MS,30,0,0.35,word_ratamo.png,_ _ t _ _ _,True,word_ratamo_question.png,10,False
77,word,iäti,265.0,Impact,30,0,0.35,word_iäti.png,_ _ _ i,True,word_iäti_question.png,10,False
78,consonants,vtkdtx,,Impact,30,0,0.2,consonants_vtkdtx.png,_ _ h _ _ _,False,consonants_vtkdtx_question.png,20,False
79,consonants,spmb,,Impact,20,15,0.5,consonants_spmb.png,_ _ m _,True,consonants_spmb_question.png,20,False
80,word,ilkiö,29.0,Times New Roman,30,0,0.2,word_ilkiö.png,_ _ _ _ ö,True,word_ilkiö_question.png,10,False
81,word,känsä,12.0,Impact,30,-15,0.35,word_känsä.png,a _ _ _ _,False,word_känsä_question.png,10,False
82,symbols,ssss,,DejaVu Sans,30,15,0.2,symbols_ssss.png,_ _ v _,False,symbols_ssss_question.png,30,False
83,word,kortti,2634.0,Impact,20,0,0.2,word_kortti.png,_ _ _ t _ _,True,word_kortti_question.png,10,True
84,symbols,os^ood,,DejaVu Sans,30,0,0.2,symbols_os^ood.png,^ _ _ _ _ _,False,symbols_os^ood_question.png,30,False
85,symbols,^vvs^s,,DejaVu Sans,40,15,0.2,symbols_^vvs^s.png,^ _ _ _ _ _,True,symbols_^vvs^s_question.png,30,False
86,word,vahaus,61.0,Comic Sans MS,20,0,0.2,word_vahaus.png,_ _ _ _ _ s,True,word_vahaus_question.png,10,True
87,symbols,voss,,DejaVu Sans,20,-15,0.35,symbols_voss.png,_ _ _ s,True,symbols_voss_question.png,30,False
88,word,lohi,218.0,Times New Roman,30,0,0.35,word_lohi.png,_ _ q _,False,word_lohi_question.png,10,False
89,word,jymy,7.0,Comic Sans MS,40,-15,0.35,word_jymy.png,_ _ _ y,True,word_jymy_question.png,10,False
90,word,pöty,11.0,Comic Sans MS,20,15,0.5,word_pöty.png,_ j _ _,False,word_pöty_question.png,10,False
91,word,ahjo,29.0,Times New Roman,40,15,0.5,word_ahjo.png,_ h _ _,True,word_ahjo_question.png,10,False
92,word,druidi,116.0,Comic Sans MS,40,-15,0.5,word_druidi.png,_ _ r _ _ _,False,word_druidi_question.png,10,False
93,word,kiuas,9.0,Times New Roman,30,15,0.35,word_kiuas.png,_ _ _ _ s,True,word_kiuas_question.png,10,True
94,consonants,ttjglk,,Impact,20,-15,0.35,consonants_ttjglk.png,_ _ _ n _ _,False,consonants_ttjglk_question.png,20,False
95,word,osuma,1083.0,Times New Roman,40,-15,0.5,word_osuma.png,_ q _ _ _,False,word_osuma_question.png,10,False
96,word,menijä,27.0,Comic Sans MS,20,15,0.2,word_menijä.png,_ _ u _ _ _,False,word_menijä_question.png,10,False
97,consonants,bwdz,,Comic Sans MS,40,-15,0.2,consonants_bwdz.png,_ _ d _,True,consonants_bwdz_question.png,20,False
98,consonants,grgdd,,Comic Sans MS,20,0,0.35,consonants_grgdd.png,g _ _ _ _,True,consonants_grgdd_question.png,20,False
99,symbols,dssddd,,DejaVu Sans,40,-15,0.5,symbols_dssddd.png,_ _ _ _ ^ _,False,symbols_dssddd_question.png,30,False
100,symbols,^d^^d,,DejaVu Sans,30,0,0.5,symbols_^d^^d.png,_ _ o _ _,False,symbols_^d^^d_question.png,30,True
101,consonants,tvzdg,,Impact,30,-15,0.5,consonants_tvzdg.png,_ _ _ d _,True,consonants_tvzdg_question.png,20,False
102,consonants,sqdq,,Comic Sans MS,40,0,0.35,consonants_sqdq.png,b _ _ _,False,consonants_sqdq_question.png,20,False
103,word,ajos,8.0,Impact,30,0,0.2,word_ajos.png,a _ _ _,True,word_ajos_question.png,10,False
104,symbols,ovdvd,,DejaVu Sans,20,15,0.2,symbols_ovdvd.png,_ _ _ _ s,False,symbols_ovdvd_question.png,30,True
105,word,kustos,7.0,Comic Sans MS,30,0,0.5,word_kustos.png,_ _ ü _ _ _,False,word_kustos_question.png,10,False
106,symbols,osvs^d,,DejaVu Sans,40,0,0.5,symbols_osvs^d.png,_ ^ _ _ _ _,False,symbols_osvs^d_question.png,30,False
107,word,häpy,33.0,Impact,30,-15,0.2,word_häpy.png,_ z _ _,False,word_häpy_question.png,10,False
108,consonants,lblxm,,Comic Sans MS,40,15,0.2,consonants_lblxm.png,l _ _ _ _,True,consonants_lblxm_question.png,20,False
109,word,myyty,1849.0,Times New Roman,20,15,0.35,word_myyty.png,m _ _ _ _,True,word_myyty_question.png,10,False
110,word,ampuja,2571.0,Impact,40,15,0.35,word_ampuja.png,_ _ _ u _ _,True,word_ampuja_question.png,10,False
111,word,näppy,15.0,Impact,30,0,0.5,word_näppy.png,_ _ u _ _,False,word_näppy_question.png,10,True
112,word,miten,321956.0,Times New Roman,30,-15,0.35,word_miten.png,_ _ _ e _,True,word_miten_question.png,10,False
113,word,isyys,88.0,Comic Sans MS,30,15,0.35,word_isyys.png,_ _ x _ _,False,word_isyys_question.png,10,False
114,symbols,s^s^s,,DejaVu Sans,40,0,0.5,symbols_s^s^s.png,_ v _ _ _,False,symbols_s^s^s_question.png,30,False
115,word,jaardi,12.0,Comic Sans MS,40,-15,0.5,word_jaardi.png,_ _ _ _ _ e,False,word_jaardi_question.png,10,False
116,consonants,tcftcg,,Times New Roman,30,15,0.2,consonants_tcftcg.png,_ c _ _ _ _,True,consonants_tcftcg_question.png,20,True
117,symbols,^osd,,DejaVu Sans,30,-15,0.5,symbols_^osd.png,d _ _ _,False,symbols_^osd_question.png,30,False
118,word,pitäen,748.0,Comic Sans MS,20,-15,0.2,word_pitäen.png,_ _ _ a _ _,False,word_pitäen_question.png,10,False
119,consonants,bfkx,,Times New Roman,30,15,0.35,consonants_bfkx.png,_ _ _ w,False,consonants_bfkx_question.png,20,False
120,word,riimu,70.0,Comic Sans MS,20,15,0.35,word_riimu.png,_ _ i _ _,True,word_riimu_question.png,10,False
121,consonants,ksrwvk,,Comic Sans MS,40,-15,0.35,consonants_ksrwvk.png,_ _ _ _ _ z,False,consonants_ksrwvk_question.png,20,False
122,symbols,vvosod,,DejaVu Sans,40,0,0.5,symbols_vvosod.png,_ _ d _ _ _,False,symbols_vvosod_question.png,30,True
123,word,diodi,8.0,Times New Roman,40,15,0.35,word_diodi.png,_ _ o _ _,True,word_diodi_question.png,10,False
124,word,kopio,1837.0,Times New Roman,30,15,0.35,word_kopio.png,_ _ _ _ o,True,word_kopio_question.png,10,False
125,word,salaus,155.0,Times New Roman,30,15,0.2,word_salaus.png,_ a _ _ _ _,True,word_salaus_question.png,10,False
126,consonants,tdgw,,Times New Roman,20,15,0.5,consonants_tdgw.png,_ _ _ w,True,consonants_tdgw_question.png,20,False
127,consonants,ndsvw,,Comic Sans MS,20,0,0.5,consonants_ndsvw.png,_ _ _ v _,True,consonants_ndsvw_question.png,20,False
128,word,jäte,91.0,Comic Sans MS,30,0,0.35,word_jäte.png,_ ä _ _,True,word_jäte_question.png,10,False
129,consonants,ztlrlf,,Times New Roman,20,-15,0.35,consonants_ztlrlf.png,_ _ _ c _ _,False,consonants_ztlrlf_question.png,20,True
130,consonants,lgtjb,,Times New Roman,20,-15,0.2,consonants_lgtjb.png,_ _ _ _ b,True,consonants_lgtjb_question.png,20,False
131,word,arpoa,35.0,Comic Sans MS,30,15,0.2,word_arpoa.png,_ _ _ o _,True,word_arpoa_question.png,10,False
132,consonants,fbtsr,,Comic Sans MS,30,-15,0.5,consonants_fbtsr.png,_ x _ _ _,False,consonants_fbtsr_question.png,20,False
133,consonants,fwgntw,,Comic Sans MS,30,-15,0.2,consonants_fwgntw.png,_ w _ _ _ _,True,consonants_fwgntw_question.png,20,False
134,word,pesin,596.0,Impact,20,-15,0.5,word_pesin.png,_ _ _ _ n,True,word_pesin_question.png,10,False
135,consonants,mgttwx,,Times New Roman,40,0,0.5,consonants_mgttwx.png,m _ _ _ _ _,True,consonants_mgttwx_question.png,20,False
136,symbols,vo^^,,DejaVu Sans,40,15,0.5,symbols_vo^^.png,_ _ ^ _,True,symbols_vo^^_question.png,30,False
137,consonants,gnbtn,,Comic Sans MS,40,0,0.2,consonants_gnbtn.png,g _ _ _ _,True,consonants_gnbtn_question.png,20,True
138,consonants,kphwjz,,Comic Sans MS,30,-15,0.35,consonants_kphwjz.png,_ _ _ n _ _,False,consonants_kphwjz_question.png,20,False
139,consonants,jxfm,,Impact,40,15,0.5,consonants_jxfm.png,_ _ l _,False,consonants_jxfm_question.png,20,False
140,consonants,wnnz,,Comic Sans MS,20,0,0.2,consonants_wnnz.png,_ n _ _,True,consonants_wnnz_question.png,20,False
141,consonants,tcfwdr,,Comic Sans MS,20,-15,0.35,consonants_tcfwdr.png,_ c _ _ _ _,True,consonants_tcfwdr_question.png,20,False
142,word,jänne,68.0,Times New Roman,20,-15,0.2,word_jänne.png,_ _ _ p _,False,word_jänne_question.png,10,True
143,word,jakaja,177.0,Comic Sans MS,20,15,0.2,word_jakaja.png,_ x _ _ _ _,False,word_jakaja_question.png,10,False
144,consonants,xgtt,,Impact,20,0,0.35,consonants_xgtt.png,_ _ k _,False,consonants_xgtt_question.png,20,False
145,consonants,rrggj,,Impact,20,0,0.35,consonants_rrggj.png,_ _ b _ _,False,consonants_rrggj_question.png,20,False
146,symbols,so^^v,,DejaVu Sans,20,0,0.35,symbols_so^^v.png,_ _ _ ^ _,True,symbols_so^^v_question.png,30,True
147,word,seimi,25.0,Comic Sans MS,30,15,0.35,word_seimi.png,_ _ _ m _,True,word_seimi_question.png,10,False
148,symbols,^s^s,,DejaVu Sans,30,0,0.2,symbols_^s^s.png,^ _ _ _,True,symbols_^s^s_question.png,30,False
149,word,lähi,100.0,Comic Sans MS,20,-15,0.5,word_lähi.png,_ _ _ ö,False,word_lähi_question.png,10,False
150,symbols,vdso,,DejaVu Sans,40,15,0.2,symbols_vdso.png,v _ _ _,True,symbols_vdso_question.png,30,False
151,symbols,s^o^^v,,DejaVu Sans,30,15,0.35,symbols_s^o^^v.png,_ _ _ _ ^ _,True,symbols_s^o^^v_question.png,30,False
152,word,ääriin,271.0,Comic Sans MS,30,-15,0.35,word_ääriin.png,_ ö _ _ _ _,False,word_ääriin_question.png,10,False
153,word,häät,4190.0,Impact,20,15,0.5,word_häät.png,_ _ _ l,False,word_häät_question.png,10,True
154,word,vaje,37.0,Times New Roman,40,15,0.5,word_vaje.png,_ a _ _,True,word_vaje_question.png,10,False
155,word,jaos,288.0,Times New Roman,40,0,0.2,word_jaos.png,_ _ c _,False,word_jaos_question.png,10,False
156,word,terska,7.0,Comic Sans MS,20,-15,0.35,word_terska.png,_ _ _ _ c _,False,word_terska_question.png,10,False
157,consonants,blkxwz,,Impact,30,0,0.5,consonants_blkxwz.png,_ _ _ _ w _,True,consonants_blkxwz_question.png,20,False
158,word,itää,179.0,Comic Sans MS,30,15,0.5,word_itää.png,_ t _ _,True,word_itää_question.png,10,False
159,word,uute,13.0,Times New Roman,40,0,0.5,word_uute.png,_ _ t _,True,word_uute_question.png,10,False
160,symbols,vdvv,,DejaVu Sans,40,-15,0.35,symbols_vdvv.png,v _ _ _,True,symbols_vdvv_question.png,30,True
161,word,häkä,88.0,Impact,20,-15,0.35,word_häkä.png,h _ _ _,True,word_häkä_question.png,10,False
162,symbols,dv^od,,DejaVu Sans,20,0,0.35,symbols_dv^od.png,_ _ _ _ d,True,symbols_dv^od_question.png,30,False
163,word,kopina,7.0,Times New Roman,40,0,0.35,word_kopina.png,_ _ _ f _ _,False,word_kopina_question.png,10,False
164,consonants,mxnhh,,Comic Sans MS,30,15,0.2,consonants_mxnhh.png,_ _ _ _ z,False,consonants_mxnhh_question.png,20,True
165,word,someen,14.0,Comic Sans MS,40,0,0.35,word_someen.png,_ c _ _ _ _,False,word_someen_question.png,10,False
166,word,orpo,798.0,Comic Sans MS,30,-15,0.2,word_orpo.png,_ ö _ _,False,word_orpo_question.png,10,False
167,word,tämä,575732.0,Comic Sans MS,30,-15,0.35,word_tämä.png,_ ä _ _,True,word_tämä_question.png,10,False
168,word,kaste,123.0,Comic Sans MS,20,0,0.5,word_kaste.png,_ a _ _ _,True,word_kaste_question.png,10,False
169,word,emätin,57.0,Impact,30,15,0.5,word_emätin.png,c _ _ _ _ _,False,word_emätin_question.png,10,False
170,word,rukki,10.0,Times New Roman,30,-15,0.2,word_rukki.png,_ _ _ _ i,True,word_rukki_question.png,10,False
171,word,faksi,269.0,Times New Roman,20,0,0.5,word_faksi.png,_ _ p _ _,False,word_faksi_question.png,10,True
172,symbols,vs^oo,,DejaVu Sans,20,-15,0.2,symbols_vs^oo.png,v _ _ _ _,True,symbols_vs^oo_question.png,30,False
173,word,pokeri,160.0,Times New Roman,40,-15,0.5,word_pokeri.png,_ _ _ _ _ z,False,word_pokeri_question.png,10,False
174,word,rämä,52.0,Impact,30,15,0.2,word_rämä.png,_ h _ _,False,word_rämä_question.png,10,False
175,word,möly,10.0,Comic Sans MS,40,0,0.5,word_möly.png,_ _ _ y,True,word_möly_question.png,10,False
176,symbols,osdod^,,DejaVu Sans,30,-15,0.35,symbols_osdod^.png,_ s _ _ _ _,True,symbols_osdod^_question.png,30,False
177,symbols,dsovsd,,DejaVu Sans,40,15,0.2,symbols_dsovsd.png,_ _ _ _ _ ^,False,symbols_dsovsd_question.png,30,False
178,consonants,rmmrh,,Impact,30,15,0.2,consonants_rmmrh.png,_ m _ _ _,True,consonants_rmmrh_question.png,20,True
179,word,tyvi,8.0,Comic Sans MS,40,15,0.35,word_tyvi.png,_ d _ _,False,word_tyvi_question.png,10,False
180,word,osinko,6.0,Times New Roman,30,-15,0.35,word_osinko.png,_ _ _ y _ _,False,word_osinko_question.png,10,False
181,consonants,qpvbs,,Impact,20,-15,0.2,consonants_qpvbs.png,_ p _ _ _,True,consonants_qpvbs_question.png,20,False
182,word,äänne,17.0,Comic Sans MS,20,-15,0.5,word_äänne.png,_ _ _ n _,True,word_äänne_question.png,10,False
183,word,solmio,761.0,Impact,40,-15,0.2,word_solmio.png,_ _ l _ _ _,True,word_solmio_question.png,10,True
184,consonants,xwnh,,Impact,30,15,0.35,consonants_xwnh.png,q _ _ _,False,consonants_xwnh_question.png,20,False
185,word,puida,77.0,Comic Sans MS,20,-15,0.5,word_puida.png,_ _ _ t _,False,word_puida_question.png,10,False
186,consonants,gljt,,Impact,40,0,0.2,consonants_gljt.png,_ _ _ t,True,consonants_gljt_question.png,20,False
187,symbols,vovvvv,,DejaVu Sans,30,15,0.35,symbols_vovvvv.png,_ _ _ d _ _,False,symbols_vovvvv_question.png,30,False
188,word,urut,54.0,Times New Roman,40,0,0.5,word_urut.png,u _ _ _,True,word_urut_question.png,10,False
189,word,särkyä,94.0,Impact,20,15,0.5,word_särkyä.png,j _ _ _ _ _,False,word_särkyä_question.png,10,True
190,symbols,doosv,,DejaVu Sans,40,0,0.2,symbols_doosv.png,_ _ ^ _ _,False,symbols_doosv_question.png,30,False
191,consonants,vwrptk,,Comic Sans MS,40,-15,0.5,consonants_vwrptk.png,v _ _ _ _ _,True,consonants_vwrptk_question.png,20,False
192,word,shiia,9.0,Comic Sans MS,20,15,0.2,word_shiia.png,z _ _ _ _,False,word_shiia_question.png,10,False
193,word,ripeä,50.0,Impact,30,15,0.35,word_ripeä.png,_ _ p _ _,True,word_ripeä_question.png,10,False
194,symbols,v^v^,,DejaVu Sans,20,15,0.5,symbols_v^v^.png,_ ^ _ _,True,symbols_v^v^_question.png,30,False
195,word,kussa,7.0,Comic Sans MS,30,0,0.35,word_kussa.png,_ _ _ ü _,False,word_kussa_question.png,10,True
196,word,laukka,19.0,Comic Sans MS,20,15,0.5,word_laukka.png,_ _ u _ _ _,True,word_laukka_question.png,10,False
197,word,lempo,61.0,Times New Roman,20,-15,0.35,word_lempo.png,_ e _ _ _,True,word_lempo_question.png,10,False
198,word,fuksi,142.0,Impact,40,-15,0.35,word_fuksi.png,_ _ _ z _,False,word_fuksi_question.png,10,False
199,consonants,zkwnr,,Impact,20,-15,0.2,consonants_zkwnr.png,_ k _ _ _,True,consonants_zkwnr_question.png,20,False
200,symbols,s^^d,,DejaVu Sans,20,0,0.5,symbols_s^^d.png,_ ^ _ _,True,symbols_s^^d_question.png,30,True
201,symbols,vovso,,DejaVu Sans,30,15,0.5,symbols_vovso.png,v _ _ _ _,True,symbols_vovso_question.png,30,False
202,symbols,dovv^,,DejaVu Sans,40,15,0.5,symbols_dovv^.png,_ o _ _ _,True,symbols_dovv^_question.png,30,False
203,word,pyörö,5.0,Impact,20,0,0.5,word_pyörö.png,_ _ t _ _,False,word_pyörö_question.png,10,False
204,word,psalmi,81.0,Comic Sans MS,30,0,0.5,word_psalmi.png,q _ _ _ _ _,False,word_psalmi_question.png,10,False
205,symbols,^ddv,,DejaVu Sans,40,0,0.35,symbols_^ddv.png,_ _ _ v,True,symbols_^ddv_question.png,30,False
206,word,harjus,5.0,Times New Roman,20,15,0.2,word_harjus.png,h _ _ _ _ _,True,word_harjus_question.png,10,False
207,word,säkä,279.0,Times New Roman,40,15,0.2,word_säkä.png,l _ _ _,False,word_säkä_question.png,10,False
208,consonants,qvkjt,,Times New Roman,40,-15,0.5,consonants_qvkjt.png,q _ _ _ _,True,consonants_qvkjt_question.png,20,False
209,consonants,rrwj,,Times New Roman,30,-15,0.2,consonants_rrwj.png,_ _ w _,True,consonants_rrwj_question.png,20,True
210,symbols,^^^os,,DejaVu Sans,20,15,0.5,symbols_^^^os.png,_ ^ _ _ _,True,symbols_^^^os_question.png,30,False
211,word,lotja,18.0,Impact,30,-15,0.5,word_lotja.png,_ s _ _ _,False,word_lotja_question.png,10,False
212,symbols,vs^vds,,DejaVu Sans,40,15,0.35,symbols_vs^vds.png,_ _ _ _ d _,True,symbols_vs^vds_question.png,30,False
213,consonants,xggtw,,Impact,20,-15,0.5,consonants_xggtw.png,_ _ _ _ w,True,consonants_xggtw_question.png,20,False
214,word,odote,20.0,Comic Sans MS,20,0,0.5,word_odote.png,_ _ _ _ j,False,word_odote_question.png,10,True
