,type,text,freq,font,fontsize,rotation,noise_level,filename,question,question_correct,question_filename,event_id,question_asked
104,consonants,jdfjs,,Times New Roman,30,0,0.35,consonants_jdfjs.png,z _ _ _ _,False,consonants_jdfjs_question.png,20,False
105,consonants,wcjrjq,,Comic Sans MS,30,0,0.35,consonants_wcjrjq.png,_ _ c _ _ _,False,consonants_wcjrjq_question.png,20,True
106,word,afasia,31.0,Impact,20,-15,0.2,word_afasia.png,_ _ _ _ _ z,False,word_afasia_question.png,10,False
107,word,druidi,116.0,Comic Sans MS,40,-15,0.5,word_druidi.png,_ _ r _ _ _,False,word_druidi_question.png,10,False
108,word,nurja,11.0,Times New Roman,30,-15,0.5,word_nurja.png,_ _ _ _ a,True,word_nurja_question.png,10,False
109,word,viipyä,1043.0,Impact,40,-15,0.5,word_viipyä.png,g _ _ _ _ _,False,word_viipyä_question.png,10,False
110,word,ositus,12.0,Times New Roman,20,-15,0.35,word_ositus.png,ö _ _ _ _ _,False,word_ositus_question.png,10,True
111,symbols,dv^oo,,DejaVu Sans,40,15,0.2,symbols_dv^oo.png,_ _ _ o _,True,symbols_dv^oo_question.png,30,False
112,consonants,bzhkd,,Times New Roman,30,-15,0.5,consonants_bzhkd.png,_ l _ _ _,False,consonants_bzhkd_question.png,20,False
113,word,känsä,12.0,Impact,30,-15,0.35,word_känsä.png,a _ _ _ _,False,word_känsä_question.png,10,False
114,word,kyteä,8.0,Impact,40,15,0.2,word_kyteä.png,_ _ _ _ ä,True,word_kyteä_question.png,10,False
115,word,fuksi,142.0,Impact,40,-15,0.35,word_fuksi.png,_ _ _ z _,False,word_fuksi_question.png,10,False
116,symbols,oo^vdv,,DejaVu Sans,40,-15,0.35,symbols_oo^vdv.png,o _ _ _ _ _,True,symbols_oo^vdv_question.png,30,False
117,consonants,ksrwvk,,Comic Sans MS,40,-15,0.35,consonants_ksrwvk.png,_ _ _ _ _ z,False,consonants_ksrwvk_question.png,20,False
118,symbols,dovv^,,DejaVu Sans,40,15,0.5,symbols_dovv^.png,_ o _ _ _,True,symbols_dovv^_question.png,30,True
119,consonants,mgttwx,,Times New Roman,40,0,0.5,consonants_mgttwx.png,m _ _ _ _ _,True,consonants_mgttwx_question.png,20,False
120,word,eliö,148.0,Comic Sans MS,30,15,0.5,word_eliö.png,_ _ i _,True,word_eliö_question.png,10,False
121,word,puida,77.0,Comic Sans MS,20,-15,0.5,word_puida.png,_ _ _ t _,False,word_puida_question.png,10,False
122,word,gongi,27.0,Comic Sans MS,40,-15,0.2,word_gongi.png,g _ _ _ _,True,word_gongi_question.png,10,False
123,consonants,bfkx,,Times New Roman,30,15,0.35,consonants_bfkx.png,_ _ _ w,False,consonants_bfkx_question.png,20,False
124,word,ylkä,6.0,Comic Sans MS,20,0,0.35,word_ylkä.png,_ _ k _,True,word_ylkä_question.png,10,True
125,word,itää,179.0,Comic Sans MS,30,15,0.5,word_itää.png,_ t _ _,True,word_itää_question.png,10,False
126,word,uuni,372.0,Impact,40,0,0.35,word_uuni.png,n _ _ _,False,word_uuni_question.png,10,False
127,word,riimu,70.0,Comic Sans MS,20,15,0.35,word_riimu.png,_ _ i _ _,True,word_riimu_question.png,10,False
128,symbols,^oddo,,DejaVu Sans,20,-15,0.2,symbols_^oddo.png,_ _ _ _ v,False,symbols_^oddo_question.png,30,False
129,word,luusto,86.0,Times New Roman,30,15,0.2,word_luusto.png,p _ _ _ _ _,False,word_luusto_question.png,10,False
130,word,tuohus,5.0,Comic Sans MS,20,0,0.2,word_tuohus.png,_ _ _ u _ _,False,word_tuohus_question.png,10,False
131,symbols,odvs^,,DejaVu Sans,20,15,0.35,symbols_odvs^.png,_ _ v _ _,True,symbols_odvs^_question.png,30,True
132,symbols,dssddd,,DejaVu Sans,40,-15,0.5,symbols_dssddd.png,_ _ _ _ ^ _,False,symbols_dssddd_question.png,30,False
133,consonants,bwdz,,Comic Sans MS,40,-15,0.2,consonants_bwdz.png,_ _ d _,True,consonants_bwdz_question.png,20,False
134,consonants,rrggj,,Impact,20,0,0.35,consonants_rrggj.png,_ _ b _ _,False,consonants_rrggj_question.png,20,False
135,consonants,gxqtx,,Impact,20,15,0.35,consonants_gxqtx.png,_ _ _ _ x,True,consonants_gxqtx_question.png,20,True
136,word,diodi,8.0,Times New Roman,40,15,0.35,word_diodi.png,_ _ o _ _,True,word_diodi_question.png,10,False
137,word,ilmi,3063.0,Impact,20,15,0.35,word_ilmi.png,_ _ _ i,True,word_ilmi_question.png,10,False
138,symbols,d^^do,,DejaVu Sans,20,0,0.35,symbols_d^^do.png,_ _ ^ _ _,True,symbols_d^^do_question.png,30,False
139,consonants,xpfpj,,Impact,30,0,0.35,consonants_xpfpj.png,_ p _ _ _,True,consonants_xpfpj_question.png,20,False
140,word,nieriä,5.0,Times New Roman,20,0,0.2,word_nieriä.png,_ i _ _ _ _,True,word_nieriä_question.png,10,False
141,word,sikhi,15.0,Comic Sans MS,30,0,0.2,word_sikhi.png,h _ _ _ _,False,word_sikhi_question.png,10,True
142,consonants,hqzll,,Times New Roman,40,15,0.5,consonants_hqzll.png,_ _ _ b _,False,consonants_hqzll_question.png,20,False
143,word,kolvi,10.0,Impact,30,0,0.35,word_kolvi.png,_ ü _ _ _,False,word_kolvi_question.png,10,False
144,consonants,kphwjz,,Comic Sans MS,30,-15,0.35,consonants_kphwjz.png,_ _ _ n _ _,False,consonants_kphwjz_question.png,20,False
145,symbols,vovso,,DejaVu Sans,30,15,0.5,symbols_vovso.png,v _ _ _ _,True,symbols_vovso_question.png,30,False
146,word,kihu,7.0,Impact,30,0,0.5,word_kihu.png,d _ _ _,False,word_kihu_question.png,10,False
147,word,emätin,57.0,Impact,30,15,0.5,word_emätin.png,c _ _ _ _ _,False,word_emätin_question.png,10,True
148,symbols,odo^,,DejaVu Sans,30,-15,0.35,symbols_odo^.png,d _ _ _,False,symbols_odo^_question.png,30,False
149,consonants,pmxwht,,Impact,20,15,0.35,consonants_pmxwht.png,p _ _ _ _ _,True,consonants_pmxwht_question.png,20,False
150,word,vaje,37.0,Times New Roman,40,15,0.5,word_vaje.png,_ a _ _,True,word_vaje_question.png,10,False
151,consonants,qwjvhz,,Comic Sans MS,30,0,0.2,consonants_qwjvhz.png,_ q _ _ _ _,False,consonants_qwjvhz_question.png,20,False
152,symbols,sdvsv,,DejaVu Sans,30,-15,0.2,symbols_sdvsv.png,_ d _ _ _,True,symbols_sdvsv_question.png,30,False
153,symbols,^^svd,,DejaVu Sans,30,-15,0.5,symbols_^^svd.png,_ _ s _ _,True,symbols_^^svd_question.png,30,False
154,word,solmio,761.0,Impact,40,-15,0.2,word_solmio.png,_ _ l _ _ _,True,word_solmio_question.png,10,False
155,word,suippo,26.0,Times New Roman,40,-15,0.35,word_suippo.png,_ _ _ p _ _,True,word_suippo_question.png,10,True
156,symbols,doosv,,DejaVu Sans,40,0,0.2,symbols_doosv.png,_ _ ^ _ _,False,symbols_doosv_question.png,30,False
157,symbols,^ss^,,DejaVu Sans,30,15,0.5,symbols_^ss^.png,_ o _ _,False,symbols_^ss^_question.png,30,False
158,word,piip,264.0,Comic Sans MS,30,15,0.2,word_piip.png,_ i _ _,True,word_piip_question.png,10,False
159,word,motata,156.0,Times New Roman,30,15,0.5,word_motata.png,x _ _ _ _ _,False,word_motata_question.png,10,False
160,symbols,voov^v,,DejaVu Sans,40,-15,0.5,symbols_voov^v.png,_ _ _ _ ^ _,True,symbols_voov^v_question.png,30,True
161,consonants,dfdzj,,Impact,40,0,0.35,consonants_dfdzj.png,_ _ _ _ j,True,consonants_dfdzj_question.png,20,False
162,symbols,^^^os,,DejaVu Sans,20,15,0.5,symbols_^^^os.png,_ ^ _ _ _,True,symbols_^^^os_question.png,30,False
163,consonants,jqdsmj,,Times New Roman,40,-15,0.2,consonants_jqdsmj.png,_ _ _ _ n _,False,consonants_jqdsmj_question.png,20,False
164,word,ilkiö,29.0,Times New Roman,30,0,0.2,word_ilkiö.png,_ _ _ _ ö,True,word_ilkiö_question.png,10,False
165,symbols,oo^v,,DejaVu Sans,30,-15,0.2,symbols_oo^v.png,o _ _ _,True,symbols_oo^v_question.png,30,False
166,symbols,d^oood,,DejaVu Sans,20,0,0.5,symbols_d^oood.png,d _ _ _ _ _,True,symbols_d^oood_question.png,30,False
167,consonants,tvzdg,,Impact,30,-15,0.5,consonants_tvzdg.png,_ _ _ d _,True,consonants_tvzdg_question.png,20,True
168,word,ähky,19.0,Impact,40,-15,0.2,word_ähky.png,_ d _ _,False,word_ähky_question.png,10,False
169,word,lakea,42.0,Times New Roman,30,15,0.5,word_lakea.png,_ _ _ e _,True,word_lakea_question.png,10,False
170,symbols,ovdvd,,DejaVu Sans,20,15,0.2,symbols_ovdvd.png,_ _ _ _ s,False,symbols_ovdvd_question.png,30,True
171,word,kolhia,32.0,Times New Roman,20,15,0.5,word_kolhia.png,_ _ _ _ _ i,False,word_kolhia_question.png,10,False
172,consonants,lgtjb,,Times New Roman,20,-15,0.2,consonants_lgtjb.png,_ _ _ _ b,True,consonants_lgtjb_question.png,20,False
173,word,yöpyä,875.0,Times New Roman,40,-15,0.2,word_yöpyä.png,y _ _ _ _,True,word_yöpyä_question.png,10,False
174,word,jäte,91.0,Comic Sans MS,30,0,0.35,word_jäte.png,_ ä _ _,True,word_jäte_question.png,10,False
175,consonants,dvqdj,,Comic Sans MS,40,15,0.5,consonants_dvqdj.png,_ _ _ _ j,True,consonants_dvqdj_question.png,20,False
176,word,kuje,36.0,Times New Roman,20,-15,0.2,word_kuje.png,_ _ z _,False,word_kuje_question.png,10,False
177,symbols,oosvsd,,DejaVu Sans,40,-15,0.35,symbols_oosvsd.png,_ v _ _ _ _,False,symbols_oosvsd_question.png,30,True
178,word,häpy,33.0,Impact,30,-15,0.2,word_häpy.png,_ z _ _,False,word_häpy_question.png,10,False
179,symbols,^ddv,,DejaVu Sans,40,0,0.35,symbols_^ddv.png,_ _ _ v,True,symbols_^ddv_question.png,30,False
180,word,räntä,11.0,Comic Sans MS,40,0,0.35,word_räntä.png,r _ _ _ _,True,word_räntä_question.png,10,False
181,word,klaava,357.0,Comic Sans MS,40,15,0.35,word_klaava.png,_ e _ _ _ _,False,word_klaava_question.png,10,False
182,consonants,lblxm,,Comic Sans MS,40,15,0.2,consonants_lblxm.png,l _ _ _ _,True,consonants_lblxm_question.png,20,False
183,word,ampuja,2571.0,Impact,40,15,0.35,word_ampuja.png,_ _ _ u _ _,True,word_ampuja_question.png,10,False
184,symbols,s^^d,,DejaVu Sans,20,0,0.5,symbols_s^^d.png,_ ^ _ _,True,symbols_s^^d_question.png,30,False
185,word,kaapia,67.0,Comic Sans MS,20,15,0.5,word_kaapia.png,k _ _ _ _ _,True,word_kaapia_question.png,10,True
186,word,otsoni,17.0,Times New Roman,30,0,0.35,word_otsoni.png,_ _ _ _ ü _,False,word_otsoni_question.png,10,False
187,symbols,s^vds^,,DejaVu Sans,30,15,0.5,symbols_s^vds^.png,_ _ _ _ s _,True,symbols_s^vds^_question.png,30,False
188,symbols,^dso,,DejaVu Sans,20,-15,0.5,symbols_^dso.png,_ d _ _,True,symbols_^dso_question.png,30,True
189,word,ahjo,29.0,Times New Roman,40,15,0.5,word_ahjo.png,_ h _ _,True,word_ahjo_question.png,10,False
190,symbols,vssd,,DejaVu Sans,20,-15,0.5,symbols_vssd.png,_ v _ _,False,symbols_vssd_question.png,30,False
191,word,miten,321956.0,Times New Roman,30,-15,0.35,word_miten.png,_ _ _ e _,True,word_miten_question.png,10,False
192,consonants,bxhl,,Comic Sans MS,20,-15,0.2,consonants_bxhl.png,b _ _ _,True,consonants_bxhl_question.png,20,False
193,word,faksi,269.0,Times New Roman,20,0,0.5,word_faksi.png,_ _ p _ _,False,word_faksi_question.png,10,False
194,consonants,zfjxqk,,Times New Roman,20,15,0.35,consonants_zfjxqk.png,d _ _ _ _ _,False,consonants_zfjxqk_question.png,20,False
195,word,erkani,27.0,Impact,30,-15,0.2,word_erkani.png,_ _ _ a _ _,True,word_erkani_question.png,10,False
196,word,lohi,218.0,Times New Roman,30,0,0.35,word_lohi.png,_ _ q _,False,word_lohi_question.png,10,False
197,word,syöpyä,10.0,Comic Sans MS,20,15,0.35,word_syöpyä.png,_ a _ _ _ _,False,word_syöpyä_question.png,10,True
198,word,möly,10.0,Comic Sans MS,40,0,0.5,word_möly.png,_ _ _ y,True,word_möly_question.png,10,False
199,symbols,ssss,,DejaVu Sans,30,15,0.2,symbols_ssss.png,_ _ v _,False,symbols_ssss_question.png,30,False
200,word,uute,13.0,Times New Roman,40,0,0.5,word_uute.png,_ _ t _,True,word_uute_question.png,10,True
201,word,salvaa,90.0,Impact,40,0,0.5,word_salvaa.png,u _ _ _ _ _,False,word_salvaa_question.png,10,False
202,symbols,vdvv,,DejaVu Sans,40,-15,0.35,symbols_vdvv.png,v _ _ _,True,symbols_vdvv_question.png,30,False
203,consonants,ztlrlf,,Times New Roman,20,-15,0.35,consonants_ztlrlf.png,_ _ _ c _ _,False,consonants_ztlrlf_question.png,20,False
204,consonants,zsgj,,Comic Sans MS,40,15,0.35,consonants_zsgj.png,_ _ _ m,False,consonants_zsgj_question.png,20,False
205,word,salaus,155.0,Times New Roman,30,15,0.2,word_salaus.png,_ a _ _ _ _,True,word_salaus_question.png,10,False
206,word,tenä,5.0,Impact,40,-15,0.35,word_tenä.png,_ e _ _,True,word_tenä_question.png,10,False
207,consonants,hmff,,Times New Roman,40,15,0.2,consonants_hmff.png,_ k _ _,False,consonants_hmff_question.png,20,False
208,word,poru,12.0,Times New Roman,20,0,0.2,word_poru.png,_ _ _ u,True,word_poru_question.png,10,False
209,word,kustos,7.0,Comic Sans MS,30,0,0.5,word_kustos.png,_ _ ü _ _ _,False,word_kustos_question.png,10,True
210,symbols,dsovsd,,DejaVu Sans,40,15,0.2,symbols_dsovsd.png,_ _ _ _ _ ^,False,symbols_dsovsd_question.png,30,False
211,word,loraus,56.0,Impact,20,-15,0.2,word_loraus.png,_ o _ _ _ _,True,word_loraus_question.png,10,False
